"","name","MB","MAE","RMSE","NRMSE","R","R2"
"1","simulated_andreadis2009",-2.47616666666667,2.59070833333333,3.17516666666667,0.641416666666667,0.908416666666667,0.837291666666667
"2","simulated_baseline",-0.814291666666667,1.87229166666667,2.30104166666667,0.44125,0.938583333333333,0.8855
"3","simulated_roesch2001",0.0774166666666666,1.56045833333333,1.90658333333333,0.376916666666667,0.954291666666667,0.911875
"4","simulated_updated",0.368791666666667,1.17179166666667,1.472375,0.290583333333333,0.963291666666667,0.928958333333333
